Factor,Var,Proc,CumProc
0,60.42943778265588,0.6866981566210896,0.6866981566210896
1,3.6988087762944875,0.04203191791243736,0.7287300745335269
2,1.7913214506994881,0.020355925576130546,0.7490860001096574
3,1.7568475973416027,0.019964177242518213,0.7690501773521756
4,1.029808937590504,0.011702374290801182,0.7807525516429769
5,0.9152921871273328,0.01040104758099242,0.7911535992239693
6,0.8544004511237998,0.009709096035497725,0.8008626952594671
7,0.7489664093349949,0.008510981924261305,0.8093736771837283
8,0.57181168246554,0.0064978600280175,0.8158715372117459
